customer_id,age,gender,region,sim_type,package,monthly_recharge,call_minutes,data_usage_gb,tenure_months,churn
GP02216,42,Male,Chittagong,Postpaid,Nishchinto,282.0,328.0,2.55,11,No
GP02217,45,Male,Chittagong,Prepaid,Priyo Unlimited,442.0,403.0,0.72,27,Yes
GP02218,19,Male,Dhaka,Postpaid,Djuice,243.0,405.0,2.33,54,No
GP02219,52,Female,Barisal,Prepaid,Bondhu,262.0,339.0,1.97,46,No
GP02220,54,Male,Mymensingh,Postpaid,MyPlan,153.0,157.0,3.46,59,No
GP02221,22,Male,Rangpur,Prepaid,Priyo Unlimited,414.0,390.0,6.03,35,No
GP02222,18,Female,Rangpur,Postpaid,Ekota,485.0,293.0,3.52,40,No
GP02223,57,Female,Rajshahi,Prepaid,Bondhu,295.0,168.0,3.21,4,No
GP02224,29,Female,Sylhet,Prepaid,Nishchinto,537.0,336.0,3.47,27,No
GP02225,53,Female,Dhaka,Prepaid,Priyo Unlimited,218.0,228.0,1.27,16,No
GP02226,62,Female,Barisal,Prepaid,Ekota,90.0,55.0,4.4,18,Yes
GP02227,40,Female,Chittagong,Prepaid,Bondhu,421.0,152.0,3.81,7,No
GP02228,64,Male,Barisal,Prepaid,Djuice,286.0,243.0,2.91,11,No
GP02229,48,Female,Dhaka,Prepaid,MyPlan,213.0,240.0,3.71,8,No
GP02230,28,Male,Dhaka,Prepaid,Nishchinto,312.0,144.0,3.66,59,No
GP02231,27,Male,Dhaka,Prepaid,Ekota,62.0,325.0,3.66,52,No
GP02232,20,Male,Rajshahi,Postpaid,Djuice,50.0,302.0,4.99,6,No
GP02233,31,Female,Khulna,Prepaid,MyPlan,314.0,106.0,1.48,56,No
GP02234,33,Male,Sylhet,Prepaid,MyPlan,365.0,513.0,5.62,48,No
GP02235,27,Female,Rajshahi,Prepaid,Djuice,509.0,129.0,0.0,5,No
GP02236,46,Female,Rajshahi,Prepaid,Ekota,433.0,204.0,4.32,57,No
GP02237,27,Male,Mymensingh,Prepaid,MyPlan,395.0,288.0,3.34,6,No
GP02238,29,Female,Khulna,Prepaid,Nishchinto,491.0,205.0,1.07,38,No
GP02239,47,Male,Rajshahi,Postpaid,Bondhu,373.0,395.0,5.06,2,No
GP02240,58,Male,Dhaka,Prepaid,Nishchinto,248.0,232.0,0.0,31,Yes
GP02241,18,Female,Dhaka,Prepaid,Priyo Unlimited,437.0,158.0,6.25,39,No
GP02242,22,Male,Mymensingh,Prepaid,MyPlan,431.0,311.0,7.51,32,No
GP02243,37,Male,Barisal,Prepaid,Bondhu,299.0,0.0,2.67,9,No
GP02244,25,Male,Chittagong,Prepaid,Djuice,120.0,303.0,0.94,15,Yes
GP02245,60,Female,Rajshahi,Postpaid,Bondhu,50.0,379.0,1.84,21,Yes
GP02246,29,Male,Chittagong,Prepaid,Bondhu,426.0,19.0,4.95,46,No
GP02247,18,Female,Sylhet,Prepaid,Bondhu,372.0,210.0,2.36,53,No
GP02248,37,Female,Rangpur,Prepaid,MyPlan,393.0,85.0,0.0,28,No
GP02249,45,Male,Dhaka,Postpaid,Priyo Unlimited,432.0,251.0,3.77,45,No
GP02250,60,Male,Barisal,Prepaid,Priyo Unlimited,165.0,474.0,4.79,27,No
GP02251,54,Female,Sylhet,Prepaid,Ekota,50.0,273.0,4.03,5,Yes
GP02252,64,Female,Mymensingh,Prepaid,Priyo Unlimited,377.0,228.0,4.35,17,No
GP02253,54,Male,Barisal,Prepaid,MyPlan,480.0,0.0,6.21,37,No
GP02254,29,Male,Rangpur,Postpaid,Ekota,353.0,139.0,2.58,58,No
GP02255,54,Female,Rangpur,Prepaid,Djuice,77.0,237.0,6.44,24,Yes
GP02256,66,Female,Mymensingh,Prepaid,Djuice,336.0,259.0,2.69,31,No
GP02257,66,Female,Khulna,Postpaid,Djuice,131.0,284.0,5.25,35,No
GP02258,61,Female,Mymensingh,Prepaid,Djuice,69.0,327.0,2.72,41,Yes
GP02259,45,Female,Dhaka,Prepaid,Djuice,299.0,159.0,7.08,41,No
GP02260,64,Male,Sylhet,Prepaid,Nishchinto,324.0,254.0,4.3,54,No
GP02261,32,Female,Khulna,Prepaid,MyPlan,285.0,200.0,2.81,4,No
GP02262,23,Female,Rangpur,Prepaid,Ekota,366.0,156.0,0.6,20,No
GP02263,61,Male,Sylhet,Postpaid,Djuice,181.0,163.0,3.41,43,No
GP02264,37,Male,Barisal,Prepaid,Nishchinto,313.0,304.0,1.36,17,No
GP02265,67,Female,Khulna,Prepaid,Priyo Unlimited,227.0,0.0,3.88,46,No
GP02266,31,Female,Khulna,Postpaid,Nishchinto,262.0,64.0,4.32,10,No
GP02267,19,Male,Dhaka,Prepaid,Nishchinto,340.0,567.0,5.08,37,No
GP02268,26,Female,Mymensingh,Prepaid,MyPlan,459.0,184.0,4.08,21,No
GP02269,54,Female,Chittagong,Prepaid,Djuice,344.0,397.0,3.16,21,No
GP02270,37,Male,Barisal,Postpaid,Nishchinto,394.0,244.0,5.65,49,No
GP02271,43,Female,Barisal,Postpaid,Nishchinto,302.0,194.0,5.88,16,No
GP02272,46,Male,Mymensingh,Postpaid,Djuice,373.0,316.0,0.89,33,No
GP02273,18,Male,Khulna,Postpaid,MyPlan,455.0,258.0,6.52,10,No
GP02274,52,Male,Khulna,Prepaid,Nishchinto,582.0,232.0,5.46,44,No
GP02275,23,Male,Dhaka,Prepaid,Ekota,482.0,246.0,1.29,18,No
GP02276,54,Female,Chittagong,Postpaid,Bondhu,292.0,289.0,0.0,33,No
GP02277,22,Male,Barisal,Prepaid,Priyo Unlimited,472.0,181.0,5.41,29,No
GP02278,50,Female,Rangpur,Prepaid,Bondhu,382.0,202.0,3.41,31,No
GP02279,66,Female,Rajshahi,Prepaid,Bondhu,209.0,152.0,2.09,24,No
GP02280,68,Female,Rajshahi,Prepaid,MyPlan,384.0,129.0,3.63,12,No
GP02281,31,Female,Chittagong,Postpaid,Nishchinto,131.0,435.0,5.37,20,No
GP02282,29,Female,Sylhet,Prepaid,Bondhu,385.0,159.0,0.0,6,Yes
GP02283,59,Male,Dhaka,Prepaid,Bondhu,563.0,350.0,3.25,8,No
GP02284,37,Male,Chittagong,Postpaid,Priyo Unlimited,423.0,214.0,3.11,14,No
GP02285,67,Male,Mymensingh,Prepaid,Djuice,479.0,304.0,5.99,5,No
GP02286,41,Male,Mymensingh,Prepaid,Nishchinto,243.0,250.0,4.66,54,No
GP02287,60,Female,Rajshahi,Prepaid,Nishchinto,372.0,71.0,4.64,36,Yes
GP02288,51,Male,Khulna,Postpaid,Priyo Unlimited,405.0,253.0,2.11,54,No
GP02289,42,Female,Rajshahi,Postpaid,Djuice,254.0,311.0,4.34,48,No
GP02290,67,Female,Khulna,Postpaid,Nishchinto,403.0,155.0,2.03,38,No
GP02291,46,Male,Dhaka,Prepaid,Ekota,368.0,482.0,2.78,3,No
GP02292,56,Male,Khulna,Prepaid,Priyo Unlimited,404.0,331.0,4.15,36,No
GP02293,48,Male,Chittagong,Postpaid,MyPlan,145.0,332.0,3.17,22,No
GP02294,64,Male,Khulna,Postpaid,Djuice,491.0,343.0,3.63,8,No
GP02295,60,Female,Sylhet,Prepaid,Priyo Unlimited,368.0,17.0,5.63,14,No
GP02296,67,Female,Mymensingh,Prepaid,Bondhu,282.0,320.0,2.27,7,No
GP02297,40,Male,Chittagong,Postpaid,Nishchinto,286.0,478.0,0.92,4,No
GP02298,61,Female,Mymensingh,Postpaid,Ekota,294.0,326.0,1.19,19,No
GP02299,55,Female,Dhaka,Postpaid,Ekota,176.0,224.0,0.75,43,Yes
GP02300,37,Female,Chittagong,Postpaid,MyPlan,478.0,138.0,6.21,47,No
GP02301,40,Male,Sylhet,Prepaid,Priyo Unlimited,444.0,129.0,4.31,24,No
GP02302,62,Female,Dhaka,Prepaid,Ekota,455.0,117.0,5.14,16,No
GP02303,69,Male,Rajshahi,Prepaid,Priyo Unlimited,527.0,210.0,4.78,6,No
GP02304,33,Male,Sylhet,Prepaid,Nishchinto,328.0,143.0,2.6,44,No
GP02305,67,Female,Dhaka,Prepaid,Nishchinto,52.0,235.0,6.26,8,No
GP02306,59,Female,Rangpur,Prepaid,Ekota,394.0,270.0,1.62,25,No
GP02307,25,Male,Khulna,Prepaid,Nishchinto,389.0,78.0,7.02,32,No
GP02308,67,Female,Chittagong,Prepaid,Priyo Unlimited,533.0,173.0,3.25,25,No
GP02309,38,Female,Dhaka,Prepaid,Nishchinto,462.0,192.0,6.58,10,No
GP02310,18,Male,Chittagong,Prepaid,Bondhu,320.0,189.0,0.9,43,No
GP02311,25,Male,Khulna,Prepaid,Priyo Unlimited,278.0,252.0,2.14,41,No
GP02312,46,Male,Dhaka,Prepaid,Djuice,451.0,262.0,0.0,58,No
GP02313,49,Male,Rajshahi,Prepaid,Nishchinto,50.0,208.0,5.08,17,Yes
GP02314,55,Female,Rangpur,Postpaid,Nishchinto,336.0,183.0,3.51,46,No
GP02315,22,Female,Rangpur,Prepaid,Priyo Unlimited,442.0,248.0,7.03,3,No
GP02316,64,Male,Sylhet,Prepaid,MyPlan,282.0,394.0,2.03,9,No
GP02317,39,Male,Dhaka,Prepaid,Djuice,243.0,104.0,5.67,52,No
GP02318,64,Male,Khulna,Prepaid,Djuice,344.0,363.0,3.16,58,No
GP02319,51,Female,Dhaka,Prepaid,Djuice,502.0,87.0,2.81,18,Yes
GP02320,18,Male,Chittagong,Postpaid,Ekota,368.0,286.0,2.42,49,No
GP02321,43,Female,Barisal,Postpaid,Bondhu,198.0,355.0,1.31,30,No
GP02322,60,Male,Mymensingh,Prepaid,Bondhu,483.0,118.0,3.75,5,No
GP02323,27,Male,Dhaka,Prepaid,MyPlan,512.0,285.0,3.42,52,No
GP02324,47,Male,Rangpur,Postpaid,Djuice,179.0,145.0,0.0,32,No
GP02325,67,Female,Rangpur,Postpaid,Djuice,720.0,367.0,0.0,53,Yes
GP02326,35,Female,Mymensingh,Prepaid,Nishchinto,300.0,90.0,2.37,27,No
GP02327,34,Female,Rangpur,Prepaid,Priyo Unlimited,442.0,161.0,5.32,21,No
GP02328,43,Male,Rajshahi,Prepaid,Ekota,409.0,263.0,3.44,24,No
GP02329,25,Female,Dhaka,Prepaid,Ekota,195.0,321.0,0.39,38,No
GP02330,64,Female,Sylhet,Prepaid,MyPlan,232.0,259.0,0.0,3,No
GP02331,57,Male,Dhaka,Prepaid,Bondhu,310.0,300.0,5.31,16,No
GP02332,66,Male,Barisal,Prepaid,Djuice,50.0,195.0,0.0,15,Yes
GP02333,29,Female,Rangpur,Prepaid,Priyo Unlimited,423.0,141.0,4.52,25,No
GP02334,44,Female,Chittagong,Postpaid,MyPlan,50.0,396.0,4.14,8,No
GP02335,25,Female,Rangpur,Postpaid,Ekota,302.0,300.0,6.27,41,No
GP02336,42,Female,Dhaka,Prepaid,Ekota,199.0,201.0,1.74,4,No
GP02337,63,Male,Rajshahi,Postpaid,Ekota,387.0,85.0,4.88,32,No
GP02338,21,Male,Khulna,Prepaid,Djuice,50.0,372.0,5.8,45,No
GP02339,50,Male,Dhaka,Postpaid,Djuice,51.0,376.0,0.33,56,No
GP02340,18,Female,Dhaka,Prepaid,Djuice,210.0,228.0,3.27,59,No
GP02341,36,Female,Sylhet,Prepaid,Nishchinto,378.0,184.0,2.92,35,No
GP02342,48,Male,Rajshahi,Prepaid,Bondhu,333.0,224.0,0.87,53,No
GP02343,33,Male,Barisal,Prepaid,Ekota,458.0,229.0,3.53,30,No
GP02344,31,Female,Khulna,Postpaid,Ekota,316.0,327.0,0.66,39,No
GP02345,65,Female,Rangpur,Prepaid,Nishchinto,297.0,136.0,3.76,48,No
GP02346,22,Male,Chittagong,Prepaid,Ekota,139.0,192.0,7.35,49,Yes
GP02347,58,Male,Dhaka,Prepaid,Ekota,266.0,232.0,2.59,30,No
GP02348,43,Male,Barisal,Prepaid,Djuice,297.0,276.0,2.81,17,No
GP02349,45,Female,Khulna,Prepaid,Djuice,50.0,337.0,5.83,19,No
GP02350,19,Female,Chittagong,Prepaid,Bondhu,166.0,281.0,5.52,52,No
GP02351,67,Female,Barisal,Postpaid,Ekota,370.0,425.0,1.76,31,No
GP02352,23,Female,Rajshahi,Postpaid,MyPlan,327.0,151.0,4.38,17,No
GP02353,26,Female,Rajshahi,Postpaid,Ekota,262.0,396.0,0.0,56,No
GP02354,50,Female,Khulna,Prepaid,Ekota,209.0,155.0,0.99,2,No
GP02355,58,Male,Rangpur,Prepaid,Bondhu,50.0,210.0,5.14,59,Yes
GP02356,42,Male,Mymensingh,Prepaid,MyPlan,50.0,289.0,1.98,37,No
GP02357,65,Female,Chittagong,Prepaid,Ekota,254.0,368.0,2.6,48,No
GP02358,30,Male,Rajshahi,Prepaid,Priyo Unlimited,523.0,211.0,1.15,29,No
GP02359,26,Female,Mymensingh,Postpaid,Priyo Unlimited,306.0,289.0,0.83,30,No
GP02360,30,Male,Khulna,Prepaid,MyPlan,453.0,218.0,0.0,54,No
GP02361,48,Female,Rajshahi,Postpaid,Priyo Unlimited,123.0,20.0,2.27,43,No
GP02362,58,Male,Rajshahi,Postpaid,Djuice,342.0,246.0,3.93,22,No
GP02363,28,Male,Barisal,Postpaid,Djuice,194.0,126.0,3.49,38,No
GP02364,21,Female,Mymensingh,Postpaid,MyPlan,189.0,377.0,1.34,11,No
GP02365,51,Female,Barisal,Prepaid,Ekota,412.0,378.0,0.14,33,No
GP02366,55,Male,Rajshahi,Prepaid,MyPlan,282.0,166.0,2.25,19,No
GP02367,63,Male,Mymensingh,Prepaid,Priyo Unlimited,92.0,151.0,0.34,3,No
GP02368,21,Female,Sylhet,Prepaid,MyPlan,315.0,187.0,1.46,40,No
GP02369,55,Male,Mymensingh,Prepaid,Priyo Unlimited,193.0,303.0,3.26,22,No
GP02370,36,Female,Barisal,Prepaid,Djuice,83.0,304.0,1.26,18,No
GP02371,23,Female,Chittagong,Prepaid,MyPlan,151.0,591.0,5.57,45,No
GP02372,51,Male,Khulna,Postpaid,Nishchinto,607.0,219.0,0.91,30,Yes
GP02373,35,Female,Khulna,Postpaid,Priyo Unlimited,482.0,259.0,1.79,1,No
GP02374,30,Male,Rangpur,Prepaid,Nishchinto,50.0,443.0,4.7,20,No
GP02375,58,Male,Chittagong,Prepaid,Djuice,272.0,279.0,4.38,49,No
GP02376,40,Female,Chittagong,Prepaid,Ekota,283.0,141.0,4.03,5,No
GP02377,36,Male,Chittagong,Prepaid,Priyo Unlimited,260.0,284.0,1.72,12,No
GP02378,62,Female,Rangpur,Postpaid,Ekota,200.0,320.0,4.17,11,No
GP02379,28,Female,Chittagong,Prepaid,Djuice,412.0,216.0,4.58,24,No
GP02380,18,Female,Dhaka,Prepaid,Ekota,441.0,330.0,3.88,58,No
GP02381,41,Male,Rangpur,Postpaid,Priyo Unlimited,457.0,321.0,2.94,18,No
GP02382,24,Female,Khulna,Postpaid,Bondhu,350.0,204.0,4.15,8,No
GP02383,42,Male,Dhaka,Prepaid,Priyo Unlimited,391.0,405.0,2.85,29,No
GP02384,38,Female,Rangpur,Prepaid,Priyo Unlimited,248.0,172.0,3.81,56,No
GP02385,32,Female,Rajshahi,Prepaid,Nishchinto,64.0,294.0,3.15,22,No
GP02386,18,Female,Rajshahi,Prepaid,Bondhu,60.0,190.0,0.0,56,Yes
GP02387,29,Male,Khulna,Prepaid,Bondhu,172.0,81.0,1.83,45,No
GP02388,24,Male,Rajshahi,Prepaid,Bondhu,270.0,286.0,7.16,2,No
GP02389,32,Female,Chittagong,Prepaid,Priyo Unlimited,108.0,443.0,0.0,23,Yes
GP02390,38,Female,Rangpur,Prepaid,Djuice,131.0,245.0,6.1,16,Yes
GP02391,36,Male,Dhaka,Prepaid,Bondhu,243.0,101.0,4.25,44,No
GP02392,46,Male,Chittagong,Postpaid,MyPlan,430.0,272.0,3.07,8,No
GP02393,42,Male,Rajshahi,Prepaid,Ekota,350.0,168.0,0.0,4,Yes
GP02394,50,Female,Barisal,Prepaid,Djuice,170.0,355.0,3.0,14,No
GP02395,66,Male,Mymensingh,Postpaid,MyPlan,307.0,227.0,1.51,9,No
GP02396,49,Female,Dhaka,Prepaid,Priyo Unlimited,101.0,73.0,5.38,11,No
GP02397,66,Male,Chittagong,Postpaid,Priyo Unlimited,170.0,301.0,1.67,48,No
GP02398,52,Female,Rangpur,Prepaid,MyPlan,51.0,271.0,2.45,38,No
GP02399,61,Female,Khulna,Prepaid,Nishchinto,364.0,220.0,3.49,44,No
GP02400,55,Female,Chittagong,Prepaid,Nishchinto,258.0,146.0,1.71,51,No
GP02401,43,Male,Barisal,Prepaid,MyPlan,276.0,429.0,4.92,16,No
GP02402,28,Male,Rajshahi,Prepaid,Nishchinto,421.0,205.0,2.41,13,No
GP02403,52,Male,Dhaka,Prepaid,Ekota,150.0,340.0,0.0,36,No
GP02404,25,Female,Khulna,Prepaid,Ekota,370.0,204.0,3.3,44,No
GP02405,63,Female,Dhaka,Prepaid,Priyo Unlimited,598.0,318.0,4.61,36,No
GP02406,31,Male,Khulna,Prepaid,Nishchinto,153.0,255.0,5.88,17,No
GP02407,27,Female,Mymensingh,Prepaid,Bondhu,66.0,253.0,4.11,14,No
GP02408,19,Female,Rangpur,Prepaid,MyPlan,111.0,167.0,5.31,29,Yes
GP02409,63,Female,Dhaka,Prepaid,Ekota,358.0,303.0,3.98,58,No
GP02410,26,Male,Rajshahi,Prepaid,Nishchinto,562.0,391.0,1.08,17,No
GP02411,20,Female,Rangpur,Prepaid,Nishchinto,556.0,147.0,1.44,1,No
GP02412,38,Male,Rangpur,Prepaid,Ekota,427.0,167.0,0.0,20,No
GP02413,43,Male,Mymensingh,Prepaid,Ekota,432.0,544.0,2.57,33,No
GP02414,25,Male,Khulna,Postpaid,Bondhu,370.0,150.0,4.31,54,No
GP02415,65,Male,Sylhet,Prepaid,Nishchinto,409.0,195.0,0.0,2,No
GP02416,19,Male,Dhaka,Prepaid,Nishchinto,346.0,388.0,5.59,17,No
GP02417,23,Female,Dhaka,Prepaid,Djuice,180.0,391.0,2.79,23,No
GP02418,45,Male,Chittagong,Prepaid,Priyo Unlimited,557.0,7.0,1.21,22,No
GP02419,46,Male,Khulna,Prepaid,Bondhu,500.0,327.0,0.0,1,No
GP02420,43,Male,Barisal,Prepaid,Ekota,183.0,230.0,6.32,12,No
GP02421,42,Female,Sylhet,Prepaid,Ekota,397.0,235.0,5.36,13,No
GP02422,29,Female,Rajshahi,Prepaid,MyPlan,519.0,367.0,2.19,14,No
GP02423,22,Female,Chittagong,Prepaid,Priyo Unlimited,363.0,215.0,4.86,10,No
GP02424,51,Female,Mymensingh,Prepaid,Ekota,269.0,199.0,2.58,12,No
GP02425,65,Male,Sylhet,Prepaid,Nishchinto,514.0,218.0,1.79,57,No
GP02426,54,Male,Khulna,Prepaid,Ekota,338.0,215.0,1.69,22,No
GP02427,32,Female,Sylhet,Prepaid,Nishchinto,206.0,285.0,2.54,18,No
GP02428,61,Female,Mymensingh,Prepaid,Nishchinto,127.0,382.0,2.2,39,No
GP02429,53,Female,Rangpur,Prepaid,Bondhu,50.0,293.0,3.12,19,No
GP02430,32,Female,Dhaka,Prepaid,Ekota,596.0,249.0,6.22,30,No
GP02431,60,Male,Rangpur,Prepaid,Bondhu,174.0,305.0,7.56,15,No
GP02432,65,Female,Dhaka,Postpaid,Priyo Unlimited,445.0,328.0,0.59,39,Yes
GP02433,40,Female,Chittagong,Prepaid,Nishchinto,162.0,308.0,3.92,14,No
GP02434,23,Female,Mymensingh,Prepaid,Priyo Unlimited,325.0,183.0,3.42,9,No
GP02435,63,Female,Khulna,Postpaid,Ekota,367.0,292.0,4.06,5,Yes
GP02436,67,Female,Khulna,Prepaid,Priyo Unlimited,114.0,38.0,2.1,33,Yes
GP02437,61,Female,Sylhet,Prepaid,Priyo Unlimited,444.0,403.0,4.09,48,No
GP02438,60,Female,Chittagong,Postpaid,Ekota,270.0,403.0,0.24,5,No
GP02439,62,Male,Khulna,Prepaid,Bondhu,383.0,339.0,9.76,24,No
GP02440,38,Male,Barisal,Prepaid,Bondhu,518.0,375.0,3.58,8,No
GP02441,40,Male,Barisal,Postpaid,Nishchinto,411.0,243.0,4.46,19,No
GP02442,60,Male,Rangpur,Postpaid,Nishchinto,286.0,175.0,0.76,52,No
GP02443,33,Male,Dhaka,Prepaid,Ekota,592.0,125.0,1.61,12,No
GP02444,64,Male,Sylhet,Prepaid,Ekota,293.0,351.0,0.06,8,No
GP02445,32,Female,Rajshahi,Prepaid,Djuice,314.0,175.0,5.91,8,No
GP02446,42,Female,Mymensingh,Prepaid,Djuice,275.0,213.0,0.78,55,No
GP02447,53,Male,Dhaka,Prepaid,MyPlan,116.0,272.0,2.62,38,No
GP02448,28,Female,Chittagong,Prepaid,Nishchinto,100.0,246.0,2.71,20,Yes
GP02449,68,Male,Khulna,Prepaid,Priyo Unlimited,217.0,276.0,3.95,58,No
GP02450,32,Female,Dhaka,Prepaid,MyPlan,148.0,69.0,0.42,29,Yes
GP02451,21,Female,Rajshahi,Prepaid,MyPlan,258.0,227.0,4.72,41,No
GP02452,38,Female,Rajshahi,Prepaid,Bondhu,424.0,332.0,5.49,34,No
GP02453,30,Female,Barisal,Postpaid,Priyo Unlimited,239.0,207.0,1.68,18,No
GP02454,39,Female,Chittagong,Postpaid,Bondhu,333.0,164.0,2.93,1,No
GP02455,36,Female,Dhaka,Prepaid,Djuice,224.0,345.0,4.25,11,No
GP02456,51,Male,Sylhet,Postpaid,MyPlan,682.0,208.0,3.51,47,No
GP02457,31,Male,Dhaka,Postpaid,Djuice,526.0,268.0,1.0,44,No
GP02458,21,Female,Barisal,Prepaid,Priyo Unlimited,263.0,229.0,4.4,35,No
GP02459,65,Male,Rangpur,Prepaid,Priyo Unlimited,341.0,250.0,6.03,51,No
GP02460,69,Female,Rajshahi,Prepaid,Nishchinto,99.0,403.0,6.02,52,Yes
GP02461,63,Male,Chittagong,Prepaid,Ekota,268.0,307.0,4.15,32,No
GP02462,44,Female,Chittagong,Prepaid,Bondhu,210.0,128.0,4.53,51,No
GP02463,46,Male,Sylhet,Prepaid,Nishchinto,411.0,213.0,2.22,42,No
GP02464,64,Female,Chittagong,Prepaid,Nishchinto,160.0,209.0,1.17,16,No
GP02465,45,Male,Barisal,Prepaid,Bondhu,549.0,272.0,2.86,6,No
GP02466,52,Female,Barisal,Prepaid,Bondhu,290.0,341.0,7.53,9,No
GP02467,25,Male,Barisal,Postpaid,Priyo Unlimited,170.0,253.0,1.94,40,No
GP02468,33,Female,Chittagong,Prepaid,Priyo Unlimited,305.0,250.0,3.87,22,No
GP02469,59,Female,Chittagong,Postpaid,MyPlan,411.0,27.0,3.76,48,No
GP02470,53,Female,Barisal,Prepaid,Djuice,378.0,382.0,2.25,8,No
GP02471,47,Male,Chittagong,Postpaid,Priyo Unlimited,323.0,233.0,5.97,56,No
GP02472,35,Male,Mymensingh,Prepaid,Nishchinto,432.0,276.0,6.18,32,No
GP02473,19,Male,Chittagong,Prepaid,MyPlan,422.0,276.0,8.33,26,No
GP02474,66,Female,Mymensingh,Prepaid,MyPlan,423.0,173.0,1.4,54,No
GP02475,30,Male,Rajshahi,Prepaid,Nishchinto,259.0,226.0,3.81,18,No
GP02476,21,Female,Dhaka,Postpaid,Priyo Unlimited,258.0,172.0,3.18,37,No
GP02477,43,Male,Khulna,Prepaid,Nishchinto,269.0,388.0,1.63,52,No
GP02478,42,Male,Mymensingh,Postpaid,Ekota,226.0,28.0,1.67,12,Yes
GP02479,47,Male,Mymensingh,Prepaid,Priyo Unlimited,316.0,155.0,3.33,38,No
GP02480,28,Male,Chittagong,Prepaid,Djuice,299.0,218.0,2.07,34,No
GP02481,24,Female,Khulna,Postpaid,Nishchinto,548.0,400.0,1.04,4,No
GP02482,48,Male,Rangpur,Prepaid,Priyo Unlimited,224.0,321.0,3.25,16,No
GP02483,61,Male,Khulna,Prepaid,Bondhu,152.0,86.0,0.79,24,No
GP02484,27,Female,Rajshahi,Postpaid,Ekota,397.0,238.0,2.07,14,No
GP02485,56,Female,Mymensingh,Postpaid,Djuice,311.0,322.0,3.72,17,No
GP02486,30,Male,Chittagong,Postpaid,Priyo Unlimited,197.0,473.0,2.73,51,No
GP02487,48,Male,Barisal,Postpaid,Bondhu,417.0,216.0,2.49,31,No
GP02488,24,Female,Khulna,Prepaid,Priyo Unlimited,258.0,132.0,6.62,4,No
GP02489,66,Female,Chittagong,Postpaid,Bondhu,529.0,282.0,5.81,50,No
GP02490,59,Female,Sylhet,Prepaid,Djuice,157.0,246.0,3.16,44,No
GP02491,59,Male,Rangpur,Postpaid,Ekota,213.0,296.0,0.97,34,No
GP02492,53,Male,Barisal,Prepaid,Bondhu,319.0,319.0,4.62,38,No
GP02493,37,Male,Sylhet,Prepaid,MyPlan,504.0,282.0,8.05,38,No
GP02494,21,Female,Sylhet,Prepaid,Djuice,193.0,303.0,5.73,3,No
GP02495,24,Female,Khulna,Prepaid,Djuice,356.0,414.0,0.4,8,No
GP02496,18,Female,Sylhet,Prepaid,Nishchinto,125.0,221.0,2.6,12,Yes
GP02497,61,Male,Rajshahi,Postpaid,Ekota,438.0,128.0,1.53,35,No
GP02498,62,Female,Rajshahi,Postpaid,MyPlan,202.0,281.0,1.15,2,Yes
GP02499,59,Male,Khulna,Prepaid,MyPlan,393.0,122.0,5.27,53,No
GP02500,64,Female,Chittagong,Postpaid,Nishchinto,401.0,138.0,5.23,29,No
GP02501,30,Male,Dhaka,Prepaid,Bondhu,50.0,168.0,6.55,23,No
GP02502,39,Male,Chittagong,Prepaid,Bondhu,331.0,125.0,4.36,33,No
GP02503,38,Female,Chittagong,Prepaid,MyPlan,224.0,367.0,2.91,50,No
GP02504,39,Male,Chittagong,Postpaid,Ekota,375.0,255.0,3.38,18,No
GP02505,45,Female,Chittagong,Prepaid,Bondhu,169.0,321.0,1.19,40,No
GP02506,26,Male,Barisal,Prepaid,Djuice,213.0,301.0,5.74,58,No
GP02507,43,Female,Dhaka,Prepaid,Priyo Unlimited,480.0,229.0,1.52,22,No
GP02508,26,Female,Barisal,Prepaid,Nishchinto,468.0,346.0,2.18,14,No
GP02509,32,Male,Sylhet,Prepaid,Ekota,151.0,202.0,2.39,29,No
GP02510,27,Female,Rangpur,Prepaid,Bondhu,569.0,233.0,0.0,45,No
GP02511,41,Male,Chittagong,Prepaid,Priyo Unlimited,50.0,179.0,4.74,15,Yes
GP02512,59,Female,Rangpur,Prepaid,MyPlan,332.0,390.0,1.1,15,No
GP02513,25,Female,Rajshahi,Postpaid,Nishchinto,107.0,239.0,4.38,45,Yes
GP02514,41,Female,Khulna,Prepaid,Bondhu,356.0,310.0,2.1,4,No
GP02515,33,Female,Khulna,Prepaid,MyPlan,261.0,192.0,2.09,36,No
GP02516,66,Male,Barisal,Prepaid,Bondhu,147.0,335.0,0.78,5,Yes
GP02517,43,Female,Barisal,Postpaid,Nishchinto,189.0,327.0,5.78,3,No
GP02518,44,Female,Rajshahi,Prepaid,Djuice,182.0,87.0,6.22,12,Yes
GP02519,54,Male,Chittagong,Postpaid,Djuice,311.0,250.0,5.0,20,No
GP02520,21,Male,Rangpur,Prepaid,Priyo Unlimited,446.0,262.0,3.53,44,No
GP02521,67,Male,Mymensingh,Postpaid,MyPlan,594.0,220.0,3.27,20,No
GP02522,41,Male,Rangpur,Prepaid,Djuice,274.0,388.0,5.17,39,No
GP02523,36,Male,Dhaka,Prepaid,Nishchinto,345.0,128.0,2.75,39,No
GP02524,53,Male,Sylhet,Prepaid,MyPlan,478.0,205.0,5.64,1,No
GP02525,56,Female,Khulna,Prepaid,Bondhu,233.0,165.0,1.07,44,No
GP02526,27,Male,Sylhet,Postpaid,Ekota,183.0,353.0,4.96,3,No
